Curricular_units_2nd_sem_approved,Tuition_fees_up_to_date,Course_Technology,Mother_qualification_Others,Scholarship_holder,Application_mode_First_Phase,Course_Others,Debtor,Father_occupation_Others,Course_Communication,Curricular_units_1st_sem_credited,GDP,Course_Nature,Gender,Course_Social_Service,enrollment_age,Course_Management,Curricular_units_2nd_sem_without_evaluations,Application_order,Previous_qualification_grade,Application_mode_OverAge,Educational_special_needs,Inflation_rate,Admission_grade,Application_mode_Last_Phase,Application_mode_Transfer,Previous_qualification_Graduation_plus,Mother_qualification_Graduation_plus,Course_Medical,Nacionality,Application_mode_Courses_Holders,Mother_qualification_Basic_Education,Displaced,Father_occupation_Skilled,Application_mode_Course_Change,morning_attendance,Father_occupation_Unskilled,Mother_qualification_High_School_Eq,Father_occupation_Highly_Skilled,Curricular_units_1st_sem_without_evaluations,Marital_status,Target
5,1,0,0,1,0,0,0,0,0,0,-0.92,0,0,0,18,1,4,5,131.0,0,0,0.3,128.9,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
6,1,0,0,0,1,0,0,0,1,0,-0.92,0,0,0,18,0,0,3,161.0,0,0,0.3,154.4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,36,0,0,1,130.0,0,0,3.7,130.0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
4,1,0,0,1,0,0,0,0,0,0,0.79,0,0,0,18,1,0,4,121.0,0,0,-0.3,113.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,1,0,0,0.32,1,0,0,21,0,0,1,133.1,0,0,2.6,123.3,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
1,1,0,0,1,0,0,1,0,0,1,0.79,1,0,0,21,0,0,1,130.0,0,0,-0.3,130.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
6,1,0,0,0,0,0,0,0,0,0,2.02,0,0,0,18,0,0,1,133.1,0,0,0.6,101.3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
4,1,0,0,0,0,0,0,0,0,0,-3.12,0,0,0,18,1,0,6,120.0,0,0,-0.8,113.7,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,19,0,0,2,140.0,0,0,2.6,138.8,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,0,0,0,1,0,0,0,2.02,1,0,0,29,0,0,1,133.1,1,0,0.6,140.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
5,1,0,0,1,0,0,0,0,0,4,2.02,0,0,0,20,1,0,1,130.0,0,0,0.6,130.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,0.32,0,0,0,18,0,0,2,140.0,0,0,2.6,132.5,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
5,1,0,0,0,1,0,0,0,0,0,1.74,0,0,0,19,0,0,1,124.0,0,0,1.4,117.4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
5,1,0,0,1,1,0,0,0,0,0,3.51,0,0,0,19,1,0,3,115.0,0,0,1.4,109.8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,3.51,0,0,1,37,0,0,1,100.0,1,0,1.4,116.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5,1,0,0,1,1,0,0,0,0,0,1.74,0,0,0,18,0,0,2,162.0,0,0,1.4,165.2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
1,1,0,0,0,1,1,0,0,0,0,-1.7,0,0,0,21,0,0,1,121.0,0,0,3.7,113.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
6,1,0,0,1,0,0,0,0,0,0,1.79,0,0,1,19,0,0,1,125.0,0,0,0.5,123.3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,-3.12,0,0,0,19,1,0,2,123.0,0,0,-0.8,116.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,35,1,0,1,140.0,1,0,3.7,110.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0.79,0,0,0,30,0,0,1,133.1,1,0,-0.3,118.9,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
5,1,0,1,0,0,0,0,1,1,4,-3.12,0,0,0,27,0,0,2,120.0,0,0,-0.8,103.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
2,1,0,0,1,1,1,0,0,0,0,0.32,0,0,0,45,0,0,1,136.0,0,0,2.6,122.7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
7,1,0,0,1,0,0,0,0,0,3,-1.7,0,0,1,50,0,0,1,133.1,1,0,3.7,113.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10,1,0,0,0,0,0,0,0,0,8,-3.12,0,0,0,41,1,0,1,110.0,0,0,-0.8,128.2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0
6,1,0,0,0,0,0,0,0,0,0,0.32,0,0,0,26,0,0,1,120.0,0,0,2.6,120.0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.02,1,0,0,44,0,0,1,133.1,1,0,0.6,130.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,10,-4.06,0,0,0,23,1,0,1,110.0,0,0,2.8,110.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
5,1,1,0,0,0,0,0,0,0,10,2.02,0,0,0,34,0,0,1,130.0,0,0,0.6,117.7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
5,1,0,0,1,1,0,0,0,0,0,2.02,0,0,0,21,1,0,1,102.0,0,0,0.6,99.6,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0.32,0,0,0,22,1,0,3,127.0,0,0,2.6,117.9,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
6,1,0,0,1,0,0,0,0,0,0,-0.92,0,0,1,32,0,0,1,133.1,1,0,0.3,113.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,-4.06,0,0,0,20,0,0,2,137.0,0,0,2.8,124.4,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
8,0,0,1,0,0,0,0,1,0,10,1.74,0,0,1,59,0,0,1,130.0,0,0,1.4,140.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
9,1,0,0,0,0,0,0,0,0,6,3.51,0,0,0,30,1,0,1,130.0,0,0,1.4,132.4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
6,1,0,0,1,1,1,0,0,0,0,-3.12,0,0,0,18,0,0,4,131.0,0,0,-0.8,124.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
4,1,0,0,0,0,0,1,0,0,0,0.32,0,1,0,25,1,0,1,162.0,1,0,2.6,132.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,0,0,0,0,0,0,-1.7,0,1,0,36,1,0,1,140.0,0,0,3.7,149.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.02,0,1,0,36,0,1,1,160.0,0,0,0.6,160.0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,1.74,0,1,0,19,1,0,6,117.0,0,0,1.4,114.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5,1,0,0,0,0,0,0,0,0,0,-3.12,0,1,0,25,1,0,1,150.0,1,0,-0.8,120.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,1,0,0,0,0,0,0,0,0,17,-4.06,1,1,0,35,0,0,1,133.1,1,0,2.8,100.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,-0.92,0,1,1,20,0,0,1,125.0,0,0,0.3,128.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,-4.06,1,1,0,35,0,0,1,130.0,1,0,2.8,113.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1,1,0,0,0,1,0,0,1,0,0,0.32,0,0,1,27,0,0,1,170.0,0,0,2.6,150.8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,1.74,0,0,0,18,0,0,3,132.0,0,0,1.4,130.8,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,-0.92,0,0,0,23,0,0,1,133.1,0,0,0.3,114.5,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
4,1,0,0,0,0,0,0,0,0,0,1.74,0,0,1,19,0,0,2,120.0,0,0,1.4,114.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
6,1,0,0,1,0,0,0,0,0,0,2.02,0,0,0,18,0,0,2,126.0,0,0,0.6,126.2,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
5,0,0,0,0,0,0,1,0,0,0,1.79,0,0,0,26,0,0,1,130.0,1,0,0.5,129.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,-0.92,0,0,1,19,0,0,1,133.1,0,0,0.3,110.5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,-1.7,0,0,0,19,0,0,5,141.0,0,0,3.7,132.5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0.79,0,0,0,18,0,0,1,138.0,0,0,-0.3,130.7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
8,1,0,0,1,0,0,0,0,0,0,2.02,0,0,0,19,0,0,1,130.0,0,0,0.6,130.4,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
8,1,0,0,1,0,0,0,0,0,0,-4.06,0,0,0,19,0,0,1,128.0,0,0,2.8,124.3,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
5,1,0,0,1,1,0,0,0,0,0,1.74,0,0,0,19,0,0,4,135.0,0,0,1.4,132.6,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
6,1,0,0,1,0,0,0,0,0,3,1.79,0,0,1,21,0,0,1,150.0,0,0,0.5,146.7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6,1,0,0,0,1,0,0,0,1,0,-4.06,0,0,0,18,0,0,3,135.0,0,0,2.8,130.1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
11,1,0,0,0,0,1,0,0,0,9,-3.12,0,0,0,33,0,0,1,120.0,0,0,-0.8,120.0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
7,1,0,0,0,0,0,0,0,0,7,-1.7,0,0,1,32,0,0,1,120.0,0,0,3.7,121.3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8,1,0,0,1,1,0,0,0,0,0,-3.12,0,0,0,17,0,0,6,140.0,0,0,-0.8,133.3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,-1.7,0,0,0,31,0,0,1,140.0,1,0,3.7,110.5,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
5,1,0,0,1,0,0,0,0,0,0,-4.06,0,0,1,32,0,0,1,140.0,1,0,2.8,102.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,18,0,0,2,156.0,0,0,0.6,150.9,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,1,0,1,2,3.51,0,0,0,31,0,0,1,133.1,0,0,1.4,106.6,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5,1,0,0,0,1,1,0,0,0,0,3.51,0,1,0,20,0,0,1,120.0,0,0,1.4,118.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.74,0,1,0,40,1,0,1,100.0,0,0,1.4,117.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5,1,0,0,0,1,0,0,0,0,0,0.32,0,1,0,32,1,0,1,120.0,0,0,2.6,135.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2,0,1,0,0,0,0,0,0,0,1,-1.7,0,1,0,40,0,0,1,120.0,0,0,3.7,120.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
0,1,1,0,1,1,0,0,0,0,0,-0.92,0,1,0,18,0,0,1,172.0,0,0,0.3,167.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,0,0,0,1,0,0,4,-1.7,0,1,0,28,1,0,1,120.0,0,0,3.7,115.8,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
6,1,0,0,0,1,0,1,0,1,0,-3.12,0,1,0,19,0,0,2,137.0,0,0,-0.8,141.2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3,1,0,0,1,1,0,0,0,1,0,-4.06,0,1,0,19,0,0,1,117.0,0,0,2.8,118.4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,1.74,0,1,0,21,1,0,6,142.0,0,1,1.4,134.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0.32,0,1,0,22,1,0,4,135.0,0,0,2.6,128.7,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
5,0,1,0,0,0,0,0,0,0,0,1.79,0,1,0,18,0,0,3,115.0,0,0,0.5,116.1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,-3.12,0,1,0,27,0,0,1,110.0,1,0,-0.8,100.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
2,1,1,0,0,1,0,0,0,0,4,3.51,0,1,0,19,0,0,1,123.0,0,0,1.4,118.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8,1,0,0,0,0,0,0,0,0,6,-3.12,0,1,0,30,1,0,1,140.0,0,0,-0.8,130.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,28,0,1,1,150.0,1,0,0.3,150.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2,1,1,0,1,0,0,1,0,0,0,-3.12,0,1,0,34,0,0,1,120.0,1,0,-0.8,116.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
3,1,0,0,0,0,0,0,0,0,0,1.74,0,1,0,21,1,0,1,110.0,0,0,1.4,99.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,1,1,0,0,0,0,0,-0.92,0,1,1,20,0,0,1,133.0,0,0,0.3,132.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5,0,0,0,0,0,1,0,0,0,3,0.32,0,1,0,31,0,0,1,110.0,0,0,2.6,125.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
2,0,1,0,0,0,0,1,0,0,0,0.32,0,1,0,21,0,2,1,126.0,0,0,2.6,116.2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3,0,0,1,0,0,0,0,1,0,0,0.32,0,1,0,27,1,1,2,133.1,1,0,2.6,100.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5,1,0,0,0,1,0,0,0,1,0,0.32,0,1,0,19,0,0,6,136.0,0,0,2.6,132.9,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1.74,0,1,0,21,0,0,4,129.0,0,0,1.4,132.5,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,21,0,0,1,140.0,0,0,0.3,140.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
4,0,0,1,0,0,0,0,1,0,6,0.32,0,1,0,35,1,0,1,160.0,0,0,2.6,100.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0.32,0,1,0,28,0,0,1,133.1,1,0,2.6,128.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,1.74,0,1,0,24,1,0,1,140.0,0,0,1.4,133.4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,-3.12,0,1,0,19,0,0,3,142.0,0,0,-0.8,136.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
4,0,0,0,0,0,0,1,0,0,0,0.79,0,1,0,20,1,0,1,138.0,0,0,-0.3,123.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,1,1,0,0,0,1,0,-0.92,0,1,0,20,0,2,1,131.0,0,0,0.3,130.3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,-3.12,0,1,0,19,0,0,1,160.0,0,0,-0.8,153.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,5,3.51,0,1,0,37,0,0,1,110.0,1,0,1.4,142.5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0,1,1,0,0,0,0,0.32,0,1,0,19,0,0,1,124.0,0,0,2.6,114.6,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0.79,0,1,0,36,0,0,1,120.0,1,0,-0.3,108.5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,-3.12,0,1,0,29,1,0,1,133.1,1,0,-0.8,140.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0.79,1,1,0,30,0,0,1,133.1,1,0,-0.3,120.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,1,2.02,0,1,0,32,1,0,1,133.1,0,0,0.6,120.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6,1,0,0,0,1,0,0,0,0,0,1.74,0,1,1,26,0,0,1,123.0,0,0,1.4,127.6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,37,0,1,1,140.0,0,0,0.3,140.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
2,1,1,0,0,0,0,0,0,0,1,0.79,0,1,0,27,0,0,1,138.7,1,0,-0.3,111.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
5,1,0,0,1,1,0,0,0,1,0,0.79,0,1,0,18,0,0,1,131.0,0,0,-0.3,131.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
8,1,0,0,1,1,0,0,0,0,0,-3.12,0,1,0,18,0,0,1,149.0,0,0,-0.8,139.5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,-4.06,1,1,0,32,0,0,2,133.1,1,0,2.8,110.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1
3,1,1,0,0,0,0,0,0,0,0,1.79,0,1,0,20,0,0,1,130.0,0,0,0.5,130.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,-0.92,1,1,0,22,0,0,1,120.0,0,0,0.3,115.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1.79,0,0,0,32,0,0,1,133.1,1,0,0.5,154.3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
5,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,21,1,0,1,143.0,0,0,2.6,135.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,19,1,0,4,126.0,0,0,1.4,115.2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6,1,0,0,1,1,0,0,0,1,0,3.51,0,0,0,18,0,0,1,125.0,0,0,1.4,130.6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
5,1,0,0,1,1,0,0,0,0,0,3.51,0,0,0,18,1,0,4,123.0,0,0,1.4,117.4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,-4.06,0,0,0,38,1,0,1,150.0,0,0,2.8,150.0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
4,1,0,1,0,0,1,0,1,0,0,0.32,0,0,0,21,0,0,3,132.0,0,0,2.6,131.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,-3.12,0,0,1,21,0,0,1,133.0,0,0,-0.8,120.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,1,0,0,0,1,0,0,0,0,0,0.32,0,1,0,26,1,0,1,122.0,0,0,2.6,113.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,19,0,0,4,137.0,0,0,2.6,125.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
7,1,0,0,1,1,0,0,0,0,0,1.74,0,0,0,19,0,0,6,145.0,0,0,1.4,132.3,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
3,1,0,0,0,0,1,1,0,0,0,0.32,0,0,0,18,0,0,1,150.0,0,0,2.6,142.7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,-1.7,0,0,0,25,1,0,1,130.0,0,0,3.7,130.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
7,1,0,0,0,1,0,0,0,0,6,0.32,0,0,0,19,0,5,6,136.0,0,0,2.6,120.8,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,5,0,0
6,1,0,0,1,0,1,0,0,0,0,0.79,0,0,0,18,0,0,2,131.0,0,0,-0.3,130.3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
5,1,0,0,1,0,0,0,0,0,0,0.79,0,0,0,19,1,0,1,130.0,0,0,-0.3,119.9,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
6,1,0,0,1,1,0,0,0,0,0,1.79,0,0,1,22,0,0,1,108.0,0,0,0.5,110.5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,-4.06,1,0,0,21,0,0,1,160.0,0,0,2.8,160.0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,1,0,0,0,0,0,0,3.51,0,0,0,21,0,0,1,113.0,0,0,1.4,118.6,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
7,1,0,0,1,1,1,0,0,0,0,2.02,0,0,0,20,0,0,1,113.0,0,0,0.6,112.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3,1,0,0,0,1,0,0,0,0,0,1.74,0,0,0,19,1,0,1,137.0,0,0,1.4,124.4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,18,0,0,4,148.0,0,0,2.6,125.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0.79,0,0,0,26,0,0,1,130.0,1,0,-0.3,105.8,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
11,1,0,1,0,0,0,0,1,0,13,0.32,0,0,0,31,1,0,1,133.1,0,0,2.6,121.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6,1,0,0,1,0,0,0,0,0,0,2.02,0,0,1,18,0,0,1,138.0,0,0,0.6,134.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.02,0,0,0,35,1,0,1,130.0,0,0,0.6,130.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
3,1,0,0,0,1,0,0,0,0,0,-1.7,0,0,0,19,0,0,1,127.0,0,0,3.7,122.8,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
6,1,0,0,1,1,0,0,0,0,0,-4.06,0,0,1,19,0,0,1,115.0,0,0,2.8,108.7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,18,0,0,2,147.0,0,0,0.6,136.7,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,1.79,0,0,0,20,0,0,1,132.0,0,0,0.5,119.1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
11,1,1,0,1,1,0,0,0,0,6,3.51,0,0,0,19,0,0,4,146.0,0,0,1.4,151.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,1,0,0,0,0,0,0,1.74,0,0,1,21,0,0,1,109.0,0,0,1.4,108.3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
7,1,0,0,1,0,1,1,0,0,0,-0.92,0,0,0,18,0,0,1,133.0,0,0,0.3,127.4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,-3.12,0,0,0,23,0,0,1,124.0,0,0,-0.8,124.0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6,1,0,0,1,1,0,0,0,1,0,-0.92,0,0,0,21,0,0,1,133.1,0,0,0.3,155.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5,1,0,0,1,1,0,0,0,0,0,2.02,0,0,0,19,1,0,1,121.0,0,0,0.6,114.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
